[2024-11-04 13:51:32] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-04 13:51:32] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-04 13:51:32] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-04 13:51:34] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-04 13:51:34] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-04 13:51:34] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-04 13:51:37] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1730728292\
[2024-11-04 13:51:45] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/
[2024-11-04 13:53:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.css?simply_static_page=4029
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.css?simply_static_page=4029
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:103] Filesize: 432 bytes
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.css
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cezar\AppData\Local\Temp/6728d1d80bd04-TkzVZ5.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1730728292/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.css
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-04 13:53:28] [class-ss-page.php:119] Checking Content Identical:6a14bf51bdef2c131a5dc121d33496c9d00eca72===. Value: FALSE
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min.css
[2024-11-04 13:53:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 588
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cezar\AppData\Local\Temp/6728d1d832627-BKHrNf.tmp
[2024-11-04 13:53:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min.css?simply_static_page=4030
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min.css?simply_static_page=4030
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:103] Filesize: 335 bytes
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min.css
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cezar\AppData\Local\Temp/6728d1d832627-BKHrNf.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1730728292/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min.css
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-04 13:53:28] [class-ss-page.php:119] Checking Content Identical:22f2ab09998feeef3d87b9566e6ddf307f186b64===. Value: FALSE
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.css
[2024-11-04 13:53:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 588
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cezar\AppData\Local\Temp/6728d1d873d37-nNGDJ4.tmp
[2024-11-04 13:53:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.css?simply_static_page=4031
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.css?simply_static_page=4031
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:103] Filesize: 439 bytes
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.css
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cezar\AppData\Local\Temp/6728d1d873d37-nNGDJ4.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1730728292/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.css
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-04 13:53:28] [class-ss-page.php:119] Checking Content Identical:835cc1609de265bf950355284b5a32e2f4e8859a===. Value: FALSE
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.min.css
[2024-11-04 13:53:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 588
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cezar\AppData\Local\Temp/6728d1d89aa71-ig2EPQ.tmp
[2024-11-04 13:53:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.min.css?simply_static_page=4032
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.min.css?simply_static_page=4032
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:103] Filesize: 340 bytes
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.min.css
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cezar\AppData\Local\Temp/6728d1d89aa71-ig2EPQ.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1730728292/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.min.css
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-04 13:53:28] [class-ss-page.php:119] Checking Content Identical:323777872fb2502ad14b40221f1e1941cebdc96c===. Value: FALSE
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.css
[2024-11-04 13:53:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 588
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cezar\AppData\Local\Temp/6728d1d8c5034-5frGTH.tmp
[2024-11-04 13:53:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.css?simply_static_page=4033
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.css?simply_static_page=4033
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:103] Filesize: 648 bytes
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.css
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cezar\AppData\Local\Temp/6728d1d8c5034-5frGTH.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1730728292/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.css
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-04 13:53:28] [class-ss-page.php:119] Checking Content Identical:04dda2823f453543d933e765b01bd0bcf5676ed2===. Value: FALSE
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.min.css
[2024-11-04 13:53:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 588
[2024-11-04 13:53:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cezar\AppData\Local\Temp/6728d1d8f029a-3hwsll.tmp
[2024-11-04 13:53:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.min.css?simply_static_page=4034
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.min.css?simply_static_page=4034
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:103] Filesize: 567 bytes
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.min.css
[2024-11-04 13:53:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cezar\AppData\Local\Temp/6728d1d8f029a-3hwsll.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1730728292/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.min.css
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-04 13:53:29] [class-ss-page.php:119] Checking Content Identical:7cd0ece16533b21ac350234819ab2f887eed0776===. Value: FALSE
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.css
[2024-11-04 13:53:29] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 588
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cezar\AppData\Local\Temp/6728d1d91fa01-ugt8FG.tmp
[2024-11-04 13:53:29] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.css?simply_static_page=4035
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.css?simply_static_page=4035
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:103] Filesize: 273 bytes
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.css
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cezar\AppData\Local\Temp/6728d1d91fa01-ugt8FG.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1730728292/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.css
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-04 13:53:29] [class-ss-page.php:119] Checking Content Identical:8b322284b9107df2b2155203bf05a1db54ab8246===. Value: FALSE
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.min.css
[2024-11-04 13:53:29] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 588
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cezar\AppData\Local\Temp/6728d1d948f28-mMrKl7.tmp
[2024-11-04 13:53:29] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.min.css?simply_static_page=4036
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.min.css?simply_static_page=4036
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:103] Filesize: 250 bytes
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.min.css
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cezar\AppData\Local\Temp/6728d1d948f28-mMrKl7.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1730728292/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.min.css
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-04 13:53:29] [class-ss-page.php:119] Checking Content Identical:5cc0a8273b011cf7d3b6597dd6203167c6ec67b2===. Value: FALSE
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.css
[2024-11-04 13:53:29] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 588
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cezar\AppData\Local\Temp/6728d1d977ca5-loWX20.tmp
[2024-11-04 13:53:29] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.css?simply_static_page=4037
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.css?simply_static_page=4037
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:103] Filesize: 277 bytes
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.css
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cezar\AppData\Local\Temp/6728d1d977ca5-loWX20.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1730728292/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.css
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-04 13:53:29] [class-ss-page.php:119] Checking Content Identical:e31952fa57c6198bddcfd20384a61fd379e7b487===. Value: FALSE
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.min.css
[2024-11-04 13:53:29] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 588
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cezar\AppData\Local\Temp/6728d1d99da8c-9uD080.tmp
[2024-11-04 13:53:29] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.min.css?simply_static_page=4038
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.min.css?simply_static_page=4038
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:103] Filesize: 253 bytes
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.min.css
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cezar\AppData\Local\Temp/6728d1d99da8c-9uD080.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1730728292/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.min.css
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-04 13:53:29] [class-ss-page.php:119] Checking Content Identical:63095327707fe61099ccc9925c55f8ed35a14a62===. Value: FALSE
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.css
[2024-11-04 13:53:29] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 588
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cezar\AppData\Local\Temp/6728d1d9c3663-a5Sor1.tmp
[2024-11-04 13:53:29] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.css?simply_static_page=4039
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.css?simply_static_page=4039
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:103] Filesize: 835 bytes
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.css
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cezar\AppData\Local\Temp/6728d1d9c3663-a5Sor1.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1730728292/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.css
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-04 13:53:29] [class-ss-page.php:119] Checking Content Identical:2342e453403a3cd508144bffba52ff5349d76e1d===. Value: FALSE
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.min.css
[2024-11-04 13:53:29] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 588
[2024-11-04 13:53:29] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cezar\AppData\Local\Temp/6728d1d9ee61a-v5Ko1d.tmp
[2024-11-04 13:53:29] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.min.css?simply_static_page=4040
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.min.css?simply_static_page=4040
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:103] Filesize: 713 bytes
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.min.css
[2024-11-04 13:53:29] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cezar\AppData\Local\Temp/6728d1d9ee61a-v5Ko1d.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1730728292/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.min.css
[2024-11-04 13:53:30] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-04 13:53:30] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-04 13:53:30] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-04 13:53:30] [class-ss-page.php:119] Checking Content Identical:70dac3e31867fa0b5aa3acc4de42bb3f5f9adeef===. Value: FALSE
[2024-11-04 13:53:30] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz.css
[2024-11-04 13:53:30] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 588
[2024-11-04 13:53:30] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-04 13:53:30] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cezar\AppData\Local\Temp/6728d1da2c0c2-FmQL8o.tmp
[2024-11-04 13:53:30] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz.css?simply_static_page=4041
[2024-11-04 13:53:30] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz.css?simply_static_page=4041
[2024-11-04 13:53:30] [class-ss-url-fetcher.php:103] Filesize: 397 bytes
[2024-11-04 13:53:30] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-04 13:53:30] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz.css
[2024-11-04 13:53:30] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cezar\AppData\Local\Temp/6728d1da2c0c2-FmQL8o.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1730728292/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz.css
[2024-11-04 13:53:30] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-04 13:53:30] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-04 13:53:30] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-04 13:53:30] [class-ss-page.php:119] Checking Content Identical:3d67796edf4d88aacc8e00b731e444c6731baca3===. Value: FALSE
[2024-11-04 13:53:30] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz.min.css
[2024-11-04 13:53:30] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 588
[2024-11-04 13:53:30] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-04 13:53:30] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cezar\AppData\Local\Temp/6728d1da4d56b-HTaPmC.tmp
[2024-11-04 13:53:30] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz.min.css?simply_static_page=4042
[2024-11-04 13:53:30] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz.min.css?simply_static_page=4042
[2024-11-04 13:53:30] [class-ss-url-fetcher.php:103] Filesize: 355 bytes
[2024-11-04 13:53:30] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-04 13:53:30] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz.min.css
[2024-11-04 13:53:30] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cezar\AppData\Local\Temp/6728d1da4d56b-HTaPmC.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1730728292/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz.min.css
